loss,acc,precision,recall,f1_score,auc,tn,tp,fn,fp,val_loss,val_acc,val_precision,val_recall,val_f1_score,val_auc,val_tn,val_tp,val_fn,val_fp
0.49169057607650757,0.6335614919662476,0.405422180891037,0.8971995711326599,0.5470151901245117,0.8104667067527771,35105.0,20248.0,2320.0,29695.0,0.4553013741970062,0.6236943602561951,0.4058384597301483,0.9835106134414673,0.5675121545791626,0.854570746421814,2689.0,1849.0,31.0,2707.0
0.4534547030925751,0.6515772342681885,0.42175668478012085,0.9402251243591309,0.5737261772155762,0.845051109790802,35708.0,21219.0,1349.0,29092.0,0.44135114550590515,0.7007971405982971,0.4597451984882355,0.9021276831626892,0.5936796069145203,0.8654863834381104,3403.0,1696.0,184.0,1993.0
0.4414285123348236,0.6597152352333069,0.4277907609939575,0.9400478601455688,0.5785589814186096,0.8564448356628418,36423.0,21215.0,1353.0,28377.0,0.41689831018447876,0.7664926052093506,0.5307092070579529,0.8319149017333984,0.6346606612205505,0.8766016364097595,4013.0,1564.0,316.0,1383.0
0.43166834115982056,0.6937665939331055,0.4536559581756592,0.9080556631088257,0.5944117307662964,0.8647058606147766,40120.0,20493.0,2075.0,24680.0,0.4044298231601715,0.7833974957466125,0.5561299920082092,0.8010638356208801,0.6420171856880188,0.880859911441803,4194.0,1506.0,374.0,1202.0
0.4248763620853424,0.7130986452102661,0.470705509185791,0.8892679810523987,0.6061839461326599,0.8707943558692932,42233.0,20069.0,2499.0,22567.0,0.4246045649051666,0.7493128180503845,0.5084848403930664,0.8925532102584839,0.6397619247436523,0.8870067596435547,3774.0,1678.0,202.0,1622.0
0.4182549715042114,0.7477222681045532,0.5069212913513184,0.8551489114761353,0.6249042749404907,0.8757299184799194,46028.0,19299.0,3269.0,18772.0,0.4176013767719269,0.7572842240333557,0.5176252126693726,0.8904255032539368,0.6460201740264893,0.8907317519187927,3836.0,1674.0,206.0,1560.0
0.4124627113342285,0.765566349029541,0.5289015769958496,0.8457550406455994,0.6388949751853943,0.8803849816322327,47799.0,19087.0,3481.0,17001.0,0.41157039999961853,0.7787245512008667,0.546328067779541,0.8468084931373596,0.65196293592453,0.8897154927253723,4074.0,1592.0,288.0,1322.0
0.4056672155857086,0.7759362459182739,0.5427209138870239,0.8421216011047363,0.6490627527236938,0.8849157094955444,48787.0,19005.0,3563.0,16013.0,0.4191455841064453,0.7504122853279114,0.5094172954559326,0.9207446575164795,0.648156464099884,0.8943745493888855,3729.0,1731.0,149.0,1667.0
0.4012836217880249,0.7788091897964478,0.5464706420898438,0.844913125038147,0.6527872681617737,0.8881668448448181,48975.0,19068.0,3500.0,15825.0,0.38353151082992554,0.805525004863739,0.5931863784790039,0.7872340679168701,0.6664256453514099,0.8931293487548828,4381.0,1480.0,400.0,1015.0
0.39405369758605957,0.7915254831314087,0.56538325548172,0.8341456651687622,0.662408173084259,0.8932288289070129,50329.0,18825.0,3743.0,14471.0,0.3913346827030182,0.8034634590148926,0.5859434604644775,0.8159574270248413,0.6713642477989197,0.8962221741676331,4312.0,1534.0,346.0,1084.0
0.3887907564640045,0.7917658686637878,0.5645070672035217,0.8482364416122437,0.6675189137458801,0.8964992165565491,50032.0,19143.0,3425.0,14768.0,0.38081029057502747,0.7989279627799988,0.5769088864326477,0.8319149017333984,0.673060953617096,0.8978147506713867,4249.0,1564.0,316.0,1147.0
0.38200807571411133,0.7986104488372803,0.5750369429588318,0.8443371057510376,0.6738349199295044,0.9006448984146118,50718.0,19055.0,3513.0,14082.0,0.3946479558944702,0.7942550778388977,0.5666086673736572,0.8664893507957458,0.6748806238174438,0.8991631865501404,4150.0,1629.0,251.0,1246.0
0.3748641610145569,0.8058671355247498,0.5860893726348877,0.8457107543945312,0.6814936399459839,0.9047549366950989,51321.0,19086.0,3482.0,13479.0,0.3828817307949066,0.8033260107040405,0.5842401385307312,0.8281915187835693,0.6764357686042786,0.899642288684845,4288.0,1557.0,323.0,1108.0
0.36834001541137695,0.8117045164108276,0.5954975485801697,0.845090389251709,0.6887011528015137,0.9087931513786316,51845.0,19072.0,3496.0,12955.0,0.37726834416389465,0.8108851313591003,0.5979782342910767,0.8180851340293884,0.6797317862510681,0.8999418020248413,4362.0,1538.0,342.0,1034.0
0.3602975308895111,0.8163744211196899,0.6022439002990723,0.8515154123306274,0.6952105164527893,0.9136219620704651,52108.0,19217.0,3351.0,12692.0,0.3526522219181061,0.8302638530731201,0.6510538458824158,0.7393617033958435,0.6818586587905884,0.8997496962547302,4651.0,1390.0,490.0,745.0
0.35165145993232727,0.8238714337348938,0.6148653030395508,0.8515154123306274,0.7032575011253357,0.9179630875587463,52763.0,19217.0,3351.0,12037.0,0.4397932291030884,0.7464265823364258,0.5050680637359619,0.9276595711708069,0.643947422504425,0.9011117219924927,3687.0,1744.0,136.0,1709.0
0.341528058052063,0.8320552110671997,0.6286291480064392,0.8548387289047241,0.7134595513343811,0.9234400987625122,53403.0,19292.0,3276.0,11397.0,0.37785202264785767,0.8151456713676453,0.6041260957717896,0.8255318999290466,0.6876301765441895,0.9019295573234558,4379.0,1552.0,328.0,1017.0
0.33107495307922363,0.8396437764167786,0.6422918438911438,0.8558578491210938,0.7226657867431641,0.9284018874168396,54043.0,19315.0,3253.0,10757.0,0.41042324900627136,0.7850467562675476,0.5524916648864746,0.8845744729042053,0.6717036962509155,0.9009736180305481,4049.0,1663.0,217.0,1347.0
0.31936267018318176,0.84881192445755,0.658837080001831,0.8600673675537109,0.7355327010154724,0.933963418006897,54749.0,19410.0,3158.0,10051.0,0.37954509258270264,0.8132215738296509,0.6069815158843994,0.7861701846122742,0.6753273606300354,0.8958547711372375,4439.0,1478.0,402.0,957.0
0.3064328730106354,0.8574649691581726,0.6747882962226868,0.8651630878448486,0.7476675510406494,0.9398745894432068,55390.0,19525.0,3043.0,9410.0,0.3893100619316101,0.8137713074684143,0.6038781404495239,0.8117021322250366,0.6798280477523804,0.8967947959899902,4395.0,1526.0,354.0,1001.0
0.294539213180542,0.8651794791221619,0.6896466612815857,0.8692396283149719,0.759564220905304,0.9446947574615479,55972.0,19617.0,2951.0,8828.0,0.3701077997684479,0.8203683495521545,0.6226980686187744,0.7734042406082153,0.678559422492981,0.8979551792144775,4515.0,1454.0,426.0,881.0
0.27876031398773193,0.8739812970161438,0.7064666152000427,0.8761963844299316,0.7726460695266724,0.9509596824645996,56584.0,19774.0,2794.0,8216.0,0.4194023609161377,0.8114348649978638,0.5989867448806763,0.8175531625747681,0.6779847145080566,0.8985791206359863,4367.0,1537.0,343.0,1029.0
0.26674142479896545,0.8817873597145081,0.7228696346282959,0.8795639872550964,0.7842658758163452,0.9551822543144226,57190.0,19850.0,2718.0,7610.0,0.40835434198379517,0.8173446655273438,0.6085928082466125,0.8212766051292419,0.684187114238739,0.8996533751487732,4403.0,1544.0,336.0,993.0
0.25336921215057373,0.89022296667099,0.7399327158927917,0.8866536617279053,0.7976469993591309,0.9597834944725037,57767.0,20010.0,2558.0,7033.0,0.3789058029651642,0.8269653916358948,0.6480686664581299,0.7228723168373108,0.6701145768165588,0.8926970362663269,4658.0,1359.0,521.0,738.0
0.24008889496326447,0.8968958854675293,0.7549638748168945,0.8895781636238098,0.8084726929664612,0.9640240669250488,58284.0,20076.0,2492.0,6516.0,0.4497116208076477,0.8051127195358276,0.5853028297424316,0.8430851101875305,0.6785049438476562,0.8981183171272278,4273.0,1585.0,295.0,1123.0
0.22622303664684296,0.9052398800849915,0.7728261947631836,0.8967564702033997,0.8217725157737732,0.9682643413543701,58851.0,20238.0,2330.0,5949.0,0.3960016369819641,0.8221550583839417,0.6357738375663757,0.7297872304916382,0.6664443016052246,0.8927842974662781,4610.0,1372.0,508.0,786.0
0.20804843306541443,0.9159074425697327,0.7974827289581299,0.9040234088897705,0.8399590849876404,0.9731336236000061,59619.0,20402.0,2166.0,5181.0,0.3983154296875,0.8332875370979309,0.6653445959091187,0.7138298153877258,0.6739243865013123,0.8953890204429626,4721.0,1342.0,538.0,675.0
